?cls	?pred	?val	?synType
<http://purl.obolibrary.org/obo/WBPhenotype_0001897>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Lite"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000861>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"somatic muscle development abnormal"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000861>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"muscle belly development abnormal"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000861>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"striated muscle development abnormal"	
<http://purl.obolibrary.org/obo/WBPhenotype_0001434>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Che"	
<http://purl.obolibrary.org/obo/GO_0046785>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"microtubule formation"	
<http://purl.obolibrary.org/obo/GO_0030104>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"osmoregulation"	
<http://purl.obolibrary.org/obo/GO_0007276>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"gametogenesis"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000087>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"body wall muscle cell development abnormal"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000640>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"oviposition abnormal"	
<http://purl.obolibrary.org/obo/GO_0071480>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"cellular response to gamma-ray photon"	
<http://purl.obolibrary.org/obo/GO_0071480>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"cellular response to gamma ray"	
<http://purl.obolibrary.org/obo/GO_0000280>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"karyokinesis"	
<http://purl.obolibrary.org/obo/WBPhenotype_0002485>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"primordial germ cell morphology variant"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000209>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"increased rate of defecation"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000209>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"fast Dec"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000209>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Dec-s"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000594>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"migration of cells abnormal"	
<http://purl.obolibrary.org/obo/WBPhenotype_0001028>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"nuclear morphology variant"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000708>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"gut development abnormal"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000708>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"endoderm development abnormal"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000420>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"tetramisole hypersensitive"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000207>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"Dec"	
<http://purl.obolibrary.org/obo/GO_0035825>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"chromosomal crossover"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000186>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"oocyte development abnormal"	
<http://purl.obolibrary.org/obo/GO_0000781>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"telomere"	
<http://purl.obolibrary.org/obo/GO_0035882>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"defecation behavior"	
<http://purl.obolibrary.org/obo/WBPhenotype_0001840>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"wound healing variant"	
<http://purl.obolibrary.org/obo/GO_0007051>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"spindle stabilization"	
<http://purl.obolibrary.org/obo/GO_0007051>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"spindle organization and biogenesis"	
<http://purl.obolibrary.org/obo/WBPhenotype_0000041>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"osmoregulation variant"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"up regulation of lysosomal proteolysis"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"up-regulation of proteolysis within lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"activation of proteolysis within lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"up-regulation of lysosomal proteolysis"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"upregulation of proteolysis within lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"up regulation of proteolysis within lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"activation of lysosomal proteolysis"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"positive regulation of proteolysis within lysosome"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"positive regulation of lysosomal proteolysis"	
<http://purl.obolibrary.org/obo/GO_1905167>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"upregulation of lysosomal proteolysis"	
<http://purl.obolibrary.org/obo/GO_1900074>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"down regulation of neuromuscular synaptic transmission"	
<http://purl.obolibrary.org/obo/GO_1900074>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"down-regulation of neuromuscular synaptic transmission"	
<http://purl.obolibrary.org/obo/GO_1900074>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"inhibition of neuromuscular synaptic transmission"	
<http://purl.obolibrary.org/obo/GO_1900074>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"downregulation of neuromuscular synaptic transmission"	
<http://purl.obolibrary.org/obo/GO_0017148>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"protein biosynthesis inhibitor activity"	
<http://purl.obolibrary.org/obo/GO_0017148>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"protein biosynthetic process inhibitor activity"	
<http://purl.obolibrary.org/obo/GO_2001251>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"negative regulation of chromosome organization and biogenesis"	
<http://purl.obolibrary.org/obo/GO_2001251>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"negative regulation of maintenance of genome integrity"	
<http://purl.obolibrary.org/obo/GO_2001251>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"negative regulation of nuclear genome maintenance"	
<http://purl.obolibrary.org/obo/GO_0008380>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"pre-mRNA splicing factor activity"	
<http://purl.obolibrary.org/obo/GO_0050801>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"regulation of ion homeostasis"	
<http://purl.obolibrary.org/obo/GO_0050801>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"negative regulation of crystal formation"	
<http://purl.obolibrary.org/obo/GO_0050801>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"electrolyte homeostasis"	
<http://purl.obolibrary.org/obo/GO_0033043>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"regulation of organelle organization and biogenesis"	
<http://purl.obolibrary.org/obo/GO_0051079>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"meiosis I nuclear envelope catabolism"	
<http://purl.obolibrary.org/obo/GO_0051079>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"meiosis I nuclear envelope breakdown"	
<http://purl.obolibrary.org/obo/GO_0051079>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"meiosis I nuclear envelope degradation"	
<http://purl.obolibrary.org/obo/GO_0051079>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"meiosis I nuclear envelope disassembly"	
<http://purl.obolibrary.org/obo/GO_0000262>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"mitochondrial genome"	
<http://purl.obolibrary.org/obo/GO_0048469>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"functional differentiation"	
<http://purl.obolibrary.org/obo/GO_0043244>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"regulation of protein complex disassembly"	
<http://purl.obolibrary.org/obo/GO_0040001>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"spindle positioning during mitosis"	
<http://purl.obolibrary.org/obo/GO_0030990>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"IFT complex"	
<http://purl.obolibrary.org/obo/GO_0060561>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"morphogenetic apoptosis"	
<http://purl.obolibrary.org/obo/GO_0060561>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"apoptosis involved in development"	
<http://purl.obolibrary.org/obo/GO_1904512>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"regulation of initiation of meiotic DNA synthesis"	
<http://purl.obolibrary.org/obo/GO_1904512>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"regulation of meiotic DNA replication initiation"	
<http://purl.obolibrary.org/obo/GO_1904512>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"regulation of initiation of premeiotic DNA synthesis"	
<http://purl.obolibrary.org/obo/GO_0000212>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"meiotic spindle stabilization"	
<http://purl.obolibrary.org/obo/GO_0000212>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"meiotic spindle organization and biogenesis"	
<http://purl.obolibrary.org/obo/GO_0051295>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"spindle positioning during meiosis"	
<http://purl.obolibrary.org/obo/GO_0051651>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"maintenance of localization in cell"	
<http://purl.obolibrary.org/obo/GO_0051651>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"maintenance of cellular localization"	
<http://purl.obolibrary.org/obo/GO_2001230>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"positive regulation of response to gamma-ray photon"	
<http://purl.obolibrary.org/obo/GO_2001230>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"positive regulation of response to gamma ray"	
<http://purl.obolibrary.org/obo/GO_0042692>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"myogenesis"	
<http://purl.obolibrary.org/obo/GO_1905268>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"down regulation of chromatin assembly or disassembly"	
<http://purl.obolibrary.org/obo/GO_1905268>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"down-regulation of chromatin assembly or disassembly"	
<http://purl.obolibrary.org/obo/GO_1905268>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"negative regulation of chromatin assembly or disassembly"	
<http://purl.obolibrary.org/obo/GO_1905268>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"negative regulation of chromatin modification"	
<http://purl.obolibrary.org/obo/GO_1905268>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"downregulation of chromatin assembly or disassembly"	
<http://purl.obolibrary.org/obo/GO_1900102>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"down regulation of SREBP-mediated signalling pathway"	
<http://purl.obolibrary.org/obo/GO_1900102>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"negative regulation of SREBP-mediated signalling pathway"	
<http://purl.obolibrary.org/obo/GO_1900102>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"downregulation of SREBP-mediated signalling pathway"	
<http://purl.obolibrary.org/obo/GO_1900102>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"down-regulation of SREBP-mediated signalling pathway"	
<http://purl.obolibrary.org/obo/GO_1900102>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"inhibition of SREBP-mediated signalling pathway"	
<http://purl.obolibrary.org/obo/GO_1902669>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"up-regulation of axon chemotaxis"	
<http://purl.obolibrary.org/obo/GO_1902669>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"up regulation of axon chemotaxis"	
<http://purl.obolibrary.org/obo/GO_1902669>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"positive regulation of axon chemotaxis"	
<http://purl.obolibrary.org/obo/GO_1902669>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"upregulation of axon chemotaxis"	
<http://purl.obolibrary.org/obo/GO_1902669>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"activation of axon chemotaxis"	
<http://purl.obolibrary.org/obo/GO_0007057>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"female meiosis I spindle assembly"	
<http://purl.obolibrary.org/obo/GO_0060102>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"collagen and cuticulin-based exoskeleton extracellular matrix"	
<http://purl.obolibrary.org/obo/GO_1905819>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"downregulation of chromatid release"	
<http://purl.obolibrary.org/obo/GO_1905819>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"down-regulation of chromatid release"	
<http://purl.obolibrary.org/obo/GO_1905819>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"negative regulation of chromatid release"	
<http://purl.obolibrary.org/obo/GO_1905819>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"inhibition of chromatid release"	
<http://purl.obolibrary.org/obo/GO_1905819>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"down regulation of chromatid release"	
<http://purl.obolibrary.org/obo/GO_0043243>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"positive regulation of protein complex disassembly"	
<http://purl.obolibrary.org/obo/GO_1902804>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"downregulation of synaptic vesicle fission"	
<http://purl.obolibrary.org/obo/GO_1902804>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"down-regulation of synaptic vesicle fission"	
<http://purl.obolibrary.org/obo/GO_1902804>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"downregulation of synaptic vesicle fusion"	
<http://purl.obolibrary.org/obo/GO_1902804>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"negative regulation of synaptic vesicle fission"	
<http://purl.obolibrary.org/obo/GO_1902804>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"down-regulation of synaptic vesicle fusion"	
<http://purl.obolibrary.org/obo/GO_1902804>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"down regulation of synaptic vesicle fusion"	
<http://purl.obolibrary.org/obo/GO_1902804>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"down regulation of synaptic vesicle fission"	
<http://purl.obolibrary.org/obo/GO_1902804>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"negative regulation of synaptic vesicle fusion"	
<http://purl.obolibrary.org/obo/GO_1902804>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"inhibition of synaptic vesicle fission"	
<http://purl.obolibrary.org/obo/GO_1902804>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"inhibition of synaptic vesicle fusion"	
<http://purl.obolibrary.org/obo/GO_0030029>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"microfilament-based process"	
<http://purl.obolibrary.org/obo/GO_1904094>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"upregulation of type II programmed cell death"	
<http://purl.obolibrary.org/obo/GO_1904094>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"up regulation of type II programmed cell death"	
<http://purl.obolibrary.org/obo/GO_1904094>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"activation of type II programmed cell death"	
<http://purl.obolibrary.org/obo/GO_1904094>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"up-regulation of type II programmed cell death"	
<http://purl.obolibrary.org/obo/GO_1904094>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"positive regulation of type II programmed cell death"	
<http://purl.obolibrary.org/obo/GO_0006796>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"phosphate metabolic process"	
<http://purl.obolibrary.org/obo/GO_0000793>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"cytoplasmic mitotic chromosome"	
<http://purl.obolibrary.org/obo/GO_0000793>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"metaphase chromosome"	
<http://purl.obolibrary.org/obo/GO_0000793>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"mitotic chromosome"	
<http://purl.obolibrary.org/obo/GO_1902584>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"upregulation of drought tolerance"	
<http://purl.obolibrary.org/obo/GO_1902584>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"positive regulation of drought tolerance"	
<http://purl.obolibrary.org/obo/GO_1902584>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"up-regulation of drought tolerance"	
<http://purl.obolibrary.org/obo/GO_1902584>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"activation of drought tolerance"	
<http://purl.obolibrary.org/obo/GO_1902584>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"up regulation of drought tolerance"	
<http://purl.obolibrary.org/obo/GO_0034620>	<http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym>	"heat shock protein activity"	
